question_type,multiple_choice_answer,answers,image_id,answer_type
which,right,"[{'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'away from woman', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'east', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 10}]",20127,other
is the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20101,yes/no
what color,red,"[{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}]",20101,other
why,she dropped it,"[{'answer': 'fell', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'they dropped it', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'it was put there', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'girl dancing', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'she dropped it', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'fell', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'she dropped it', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'she dropped it', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'girl dropped it', 'answer_confidence': 'maybe', 'answer_id': 10}]",20101,other
is he,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20034,yes/no
why,short,"[{'answer': 'no steps', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': ""he's short"", 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'because he is short', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'too short', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'short', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'monkey bars are high', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no idea', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'short', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'he is too short', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': ""he's too short"", 'answer_confidence': 'yes', 'answer_id': 10}]",20034,other
how many,5,"[{'answer': '5', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '5', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '5', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '78', 'answer_confidence': 'no', 'answer_id': 10}]",20034,number
what color is the,yellow,"[{'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 10}]",20155,other
what,sandwiches,"[{'answer': 'picnic foods', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'snacks', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'sandwiches', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'sandwiches', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'sandwiches', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'sandwiches', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'sandwiches', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'sandwiches', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'sandwich', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'sandwiches', 'answer_confidence': 'yes', 'answer_id': 10}]",20155,other
is the woman,yes,"[{'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 10}]",20155,yes/no
how many,1,"[{'answer': '1', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 10}]",20121,number
can,yes,"[{'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",20121,yes/no
how many,2,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",20121,number
how many,1,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 10}]",20017,number
what are they,tv,"[{'answer': 'tv', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'cartoons', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'tv', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'movie', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'girl falling', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'tv', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'girl', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'tv', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'cartoons', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'doll', 'answer_confidence': 'yes', 'answer_id': 10}]",20017,other
is the boy,yes,"[{'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'on', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20017,yes/no
is there a,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20040,yes/no
does,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20040,yes/no
what is the,beehive,"[{'answer': 'hive', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'beehive', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'beehive', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'beehive', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'beehive', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'beehive', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'beehive', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'beehive', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no orange thing in tree', 'answer_confidence': 'yes', 'answer_id': 10}]",20040,other
is the lady,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20061,yes/no
what is on the,books and plant,"[{'answer': 'plant and books', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'books and plant', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'books and plant', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'books and plant', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'books, plant', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'books and plant', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'books', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'books and plant', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'books, plant', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'books, plant', 'answer_confidence': 'yes', 'answer_id': 10}]",20061,other
how many,2,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",20061,number
how many,5,"[{'answer': '5', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 10}]",20106,number
is she,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20106,yes/no
is it,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20106,yes/no
what,"blue, green, yellow","[{'answer': 'blue green yellow', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'blue, green and yellow', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'green/blue/yellow', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'green, yellow, blue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'green yellow and blue', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yellow, blue, green, purple', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'blue, green, yellow', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'green, yellow, blue, white', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'blue, green, yellow', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'green, yellow and blue', 'answer_confidence': 'yes', 'answer_id': 10}]",20187,other
is the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20187,yes/no
is the girl,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20187,yes/no
is the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20010,yes/no
